condition_concept_id,concept_name
433454,"Adjustment disorder with mixed emotional features"
433656,"Abnormal patient reaction"
432895,"Cortical senile cataract"
372629,"Nonexudative age-related macular degeneration"
373206,"Hereditary optic atrophy"
316795,"Congenital anomaly of peripheral blood vessel"
321887,"Disorder of artery"
439708,"Disorders of initiating and maintaining sleep"
43020455,"Malignant hypertensive end stage renal disease"
376401,"Traumatic cataract"
433596,"Abnormal sputum"
436673,"Chronic residual schizophrenia"
4345578,Rhabdomyolysis
380818,"Acquired deformity of head"
436252,"Closed fracture of shaft of tibia"
432545,"Bacterial infectious disease"
40481043,"Acute on chronic diastolic heart failure"
434610,Hyperkalemia
432597,"Schizoaffective schizophrenia"
372409,Sciatica
40304526,Nocturia
433442,"Subchronic residual schizophrenia"
433453,"Motor function behavior finding"
319793,"Congenital central hypoventilation"
381537,"Organic anxiety disorder"
374384,"Cerebral ischemia"
320739,"Dissection of aorta"
372886,"Refractory migraine with aura"
321042,"Cardiac arrest"
432961,"Acute renal papillary necrosis with renal failure"
436952,"Induced psychotic disorder"
437541,Glaucoma
374022,Hemiplegia
316995,"Coronary occlusion"
435041,"Schmorl's nodes of lumbar region"
373764,"Toxic encephalopathy"
193874,"Nocturnal enuresis"
138717,"Toxic diffuse goiter"
194491,"Tenderness of epigastrium"
201626,Mittelschmerz
142026,"Disorder of cardiovascular prostheses and implants"
200528,Ascites
194092,"Uterine prolapse without vaginal wall prolapse"
133853,"Osteomyelitis of ankle AND/OR foot"
200174,"Disorder of skin AND/OR subcutaneous tissue"
197320,"Acute renal failure syndrome"
77650,"Aseptic necrosis of bone"
73289,"Pathological dislocation of multiple joints"
254390,"Neoplastic pleural effusion"
192673,"Vascular insufficiency of intestine"
312338,"Benign hypertensive heart disease with congestive heart failure"
140064,"Myelosclerosis with myeloid metaplasia"
193186,"Cauda equina syndrome with neurogenic bladder"
80482,"Suppurative arthritis"
200845,"Urgent desire to urinate"
78838,"Acquired deformity of knee"
76153,"Low compliance bladder"
138379,"Chronic lymphoid leukemia, disease"
257628,"Systemic lupus erythematosus"
132853,"Lymphoid leukemia"
314754,Wheezing
81379,"Lateral epicondylitis"
136656,"Subacute lymphoid leukemia"
140352,"Acute myeloid leukemia, disease"
72460,"Open fracture of seven ribs"
195289,"Goodpasture's syndrome"
138099,"Erythroleukemia, FAB M6"
138225,"Disorder of sebaceous gland"
256723,"Pneumonia and influenza"
195588,Cystitis
194395,"Bleeding diverticulosis"
132583,"Postablative hypothyroidism"
197019,"Bile duct calculus with acute cholecystitis and no obstruction"
78907,"Superficial injury of foot without infection"
192731,"Digestive symptom"
195845,"Acute gastric ulcer with hemorrhage, with perforation AND with obstruction"
200765,"Chronic cholecystitis"
313430,"Subacute monocytic leukemia"
197304,"Ulcer of lower extremity"
194984,"Disease of liver"
193253,Nephritis
201620,"Kidney stone"
193519,"Impaired renal function disorder"
257315,"Bacterial pneumonia"
4121332,"Aleukemic leukemia"
4043731,"Infarction - precerebral"
443454,"Cerebral infarction"
440544,"Closed fracture of upper end of radius AND ulna"
443563,"Arteriosclerosis of coronary artery bypass graft"
440940,"Methicillin resistant Staphylococcus aureus infection"
439040,"Subdural hemorrhage"
4060259,"A/N amniocentesis - abnormal"
4219627,"Agoraphobia without history of panic disorder without limited symptom attacks"
444434,"Schizophreniform disorder"
439295,"Multiple and bilateral precerebral arterial occlusion"
444100,"Mood disorder"
441153,"Closed supracondylar fracture of femur"
441241,"Reticulosarcoma of lymph nodes of axilla and upper limb"
4173243,"Diverticulosis of colon with perforation"
440736,"Endocarditis associated with another disorder"
4009610,"Closed fracture proximal femur, subtrochanteric"
440548,"Closed fracture of femur, distal end"
438701,"Disseminated malignancy of unknown primary"
4090353,"Incompetent urethral closure mechanism"
439221,"Adverse effect, due to correct medicinal substance properly administered"
4117413,"Pathological dislocation of knee joint"
437993,"Closed fracture of cervical spine"
438722,"Non megaloblastic anemia associated with nutritional deficiency"
4115991,"Knee joint effusion"
441874,"Cerebral thrombosis"
44783027,"Injury of face and neck"
40484952,"Retinal function study abnormal"
25698,"Complication of transplanted pancreas"
80269,"Mechanical complication of internal joint prosthesis"
140362,Hypoparathyroidism
133810,"Hyperparathyroidism due to renal insufficiency"
193493,"Benign hypertensive renal disease"
194081,"Acute cystitis"
198254,"Abdominal rigidity of left upper quadrant"
443862,"Complication of internal anastomosis"
438624,"Complication of renal dialysis"
4022073,"Dependence on wheelchair"
443730,"Neurologic disorder associated with diabetes mellitus"
443611,"Chronic kidney disease stage 5"
442626,"Benign hypertensive heart AND renal disease"
374957,"Acquired stenosis of external ear canal"
378140,"Inflammatory and toxic neuropathy"
433495,"Conductive hearing loss, bilateral"
4291005,"Viral hepatitis"
381591,"Cerebrovascular disease"
376946,"Senile dementia with delirium"
439675,"Acute hepatitis B with delta agent (coinfection) with hepatic coma"
376938,"Neurofibromatosis syndrome"
432830,Zygomycosis
321886,"Rupture of artery"
40487059,"Sepsis due to Staphylococcus"
434008,"White blood cell disorder"
442764,"Anal pain"
4206591,"Mass of trunk"
374882,"Benign connective tissue neoplasm"
434004,Hypervolemia
441419,"Blood gases abnormal"
4171556,"Ankle ulcer"
437834,"Non-autoimmune hemolytic anemia"
440977,"Megaloblastic anemia due to folate deficiency"
380834,Coma
434620,Beriberi
439416,"Acute graft-versus-host disease"
372326,"Acquired stenosis of external ear canal secondary to surgery"
373775,"Psychophysical visual disturbance"
4340379,"Hepatitis B carrier"
443865,"Noninfectious colitis"
438134,Hypersomnia
438476,"Nephrogenic diabetes insipidus"
432594,Osteomalacia
433225,"Ventricular flutter"
443570,"Cervicovaginal cytology: Low grade squamous intraepithelial lesion"
432876,"Bipolar I disorder"
437894,"Ventricular fibrillation"
372423,"Reduction deformities of brain"
440009,"Complication of implant"
40492458,"Neoplasm of uncertain behavior of digestive organ"
444247,"Venous thrombosis"
316631,"Coxsackie carditis"
439695,"Hypertensive heart and renal disease with renal failure"
381832,"Presenile dementia with delirium"
27026,"Acute peptic ulcer with hemorrhage AND with perforation but without obstruction"
135214,"Polycythemia vera"
78015,"Open wound of chest wall, uncomplicated"
138896,"Open wound of forehead without complication"
74080,"Orthostatic proteinuria"
79104,"Loose body in joint"
136516,"Congenital pes planus"
134315,Myelophthisis
434822,"Complication of internal prosthetic device"
196236,"Septic shock"
200763,"Chronic hepatitis"
198190,"Gastric ulcer with perforation AND obstruction"
138299,"Complication of reattached extremity AND/OR body part"
198683,"Viral hepatitis B without hepatic coma"
193445,"Familial Mediterranean fever"
132579,"Subacute thyroiditis"
198809,"Acute cholecystitis"
200485,"Pressure ulcer of buttock"
196438,"Acquired arteriovenous fistula of liver"
199863,"Primary bacterial peritonitis"
192279,"Diabetic renal disease"
80286,"Prosthetic joint loosening"
197981,"Abdominal tenderness"
192675,"Biliary cirrhosis"
198191,"Acquired hypertrophic pyloric stenosis"
195321,"Postmenopausal bleeding"
22288,"Hereditary elliptocytosis"
192360,"Cyst and pseudocyst of pancreas"
75128,"Injury of chest wall"
196454,"Colostomy and enterostomy malfunction"
199913,"Acquired deformity of ankle AND/OR foot"
192958,"Mobile kidney"
194611,"Carcinoma in situ of uterine cervix"
78619,"Contusion of knee"
195556,"Hypertensive heart AND renal disease"
200138,"Hyperplasia of renal artery"
193804,Achlorhydria
80573,"Contusion of ankle"
40483538,"Atherosclerosis of bypass graft of limb"
45773005,"Acute exacerbation of intrinsic asthma"
4199550,"Unable to mobilize"
4318840,"Dilatation of ureter"
4228940,"Non-A, non-B, non-C hepatitis"
4164707,"Canceled operative procedure"
40490888,"Herniation of rectum into vagina"
440385,"Obstructive hydrocephalus"
440276,"Infection AND/OR inflammatory reaction due to internal prosthetic device, implant AND/OR graft"
441543,"Adjustment reaction with physical symptoms"
4043378,"Frontotemporal dementia"
439674,"Chronic viral hepatitis B without delta-agent"
441829,"Hyperosmolality and or hypernatremia"
373462,"Fragments of torsion dystonia"
432719,Panniculitis
316084,Lymphadenitis
442062,"Walking difficulty due to ankle and foot"
320737,"Hyperkinetic heart disease"
442147,"Neoplasm of uncertain behavior of mediastinum"
194913,"Idiopathic peripheral autonomic neuropathy"
75634,"Fracture malunion"
194598,"Neoplasm of uncertain behavior of placenta"
28385,"Disorder of posterior pituitary"
440213,"Consciousness and/or awareness finding"
440086,"Child attention deficit disorder"
440697,"Nonaggressive unsocial conduct disorder"
312938,"Hypertensive encephalopathy"
199767,"Neoplasm of uncertain behavior of liver and/or biliary passages"
193326,"Urge incontinence of urine"
4024765,"Constantly crying"
44783618,"Heritable pulmonary arterial hypertension"
319845,"Pulmonary valve disorder"
434500,"Closed fracture of neck of femur"
380113,"Hemorrhage in optic nerve sheaths"
381569,"Myogenic ptosis"
136834,"Closed intertrochanteric fracture"
72715,Exostosis
73560,"Calcaneal spur"
31602,"Disorder of the larynx"
436246,"Reduced libido"
439120,"Aseptic necrosis of head AND/OR neck of femur"
197381,"Epigastric pain"
198571,"Cardiogenic shock"
195856,Cholangitis
376124,Pinguecula
376400,"Combined form of senile cataract"
320744,"Complete atrioventricular block"
378425,Blepharitis
372624,"Cataract with neovascularization"
81454,"Injury of finger"
255841,"Chronic bronchitis"
201340,Gastritis
198985,"Primary malignant neoplasm of kidney"
252548,"Anthrax pneumonia"
199866,"Acute gastritis"
136057,"Benign neoplasm of skin of trunk"
81878,"Benign paroxysmal positional vertigo"
133141,"Tinea pedis"
26711,"Chronic pharyngitis"
136932,"Toxic uninodular goiter with thyrotoxic crisis"
72994,"Jaccoud's syndrome"
80183,"Localized, secondary osteoarthritis of the ankle and/or foot"
380733,Otalgia
437224,"Primary malignant neoplasm of greater curvature of stomach"
318443,"Arteriosclerotic vascular disease"
434056,"Late effects of cerebrovascular disease"
432347,"Chronic disease of tonsils AND/OR adenoids"
438698,"Malignant lymphoma of lymph nodes of head, face AND/OR neck"
440957,"Lymphosarcoma and reticulosarcoma"
40486059,"Sepsis due to Haemophilus influenzae"
440704,"Chronic pain syndrome"
46272970,"Apparent life-threatening event in infant"
4185932,"Ischemic heart disease"
4102654,"Hereditary retinal dystrophies in lipidoses"
201617,"Prostatic cyst"
258441,"Cholesteatoma of attic"
75897,Polyarthropathy
79768,"Neoplasm of urinary system"
200974,"Carcinoma in situ of stomach"
76196,"Palindromic rheumatism"
79212,"Injury of tibial nerve"
254443,"Sj̦gren's syndrome"
439713,"Hypoactive bilateral labyrinthine dysfunction"
441737,Contusion
432453,"General clinical state finding"
432436,"Symbolic dysfunction"
374313,"Neoplasm of uncertain behavior of soft tissues"
376966,"Exudative age-related macular degeneration"
437308,"Basilar artery occlusion"
435502,Macroglobulinemia
4180641,"Complication of respiratory therapy procedure"
441561,"Low tension glaucoma"
4102166,Multiparous
252663,"Pneumonitis due to inhalation of food or vomitus"
260134,Croup
133295,"Inflammatory spondylopathy"
133280,Alopecia
78505,"Localized, primary osteoarthritis of the ankle and/or foot"
72459,"Closed fracture of two ribs"
28060,"Streptococcal sore throat"
195683,"Open wound of penis without complication"
440216,"Abnormal glucose tolerance test"
315361,Orthopnea
434901,"Acute exacerbation of subchronic paranoid schizophrenia"
440087,Parasomnia
441828,"Disorganized schizophrenia"
439245,"Mixed bipolar affective disorder, in full remission"
434492,"Abnormal histology findings"
439276,"Uncomplicated arteriosclerotic dementia"
4042557,"Alpha-fetoprotein raised"
432625,"Expulsive choroidal hemorrhage"
381001,"Subjective visual disturbance"
436233,"Delayed milestone"
437529,"Mixed bipolar I disorder in partial remission"
4268276,Cryptophthalmos
4236312,"Complex partial epileptic seizure"
439255,"Bipolar affective disorder, currently manic, in full remission"
435231,"Nondependent cannabis abuse in remission"
319826,"Secondary hypertension"
134619,"Toxic nodular goiter"
79765,"Neoplasm of uncertain behavior of urinary system"
318459,"Respiratory insufficiency"
377272,"Secondary vitreoretinal degeneration"
444372,"Rupture of tendon of biceps, long head"
435642,"Disturbance in speech"
40481762,"Hemiplegia as late effect of cerebrovascular disease"
4108356,"Cerebral infarction due to embolism of cerebral arteries"
377575,Tinnitus
432768,"Corneal foreign body"
372309,Mononeuritis
437238,"Carcinoid tumor of appendix"
376208,"Disorder of soft tissue"
433968,Candidiasis
312622,"Venous retinal branch occlusion"
138148,"Plantar nerve lesion"
313780,"Mobitz type II atrioventricular block"
199876,"Prolapse of female genital organs"
75908,"Kissing spine"
4105330,"Chronic undifferentiated schizophrenia"
258828,"Eosinophilia myalgia syndrome"
252552,"Ornithosis with pneumonia"
201894,"Acute vascular insufficiency of intestine"
80509,"Bone cyst"
313502,"Benign hypertensive heart disease without congestive heart failure"
198520,"Lumbar spondylosis with myelopathy"
314971,"Chronic respiratory failure"
72421,"Solitary bone cyst"
133551,"Vesicular eczema of hands and/or feet"
133444,Thyroiditis
72737,"Microcalcifications of the breast"
75048,"Interstitial myositis"
137520,"Chronic thyroiditis"
379020,Entropion
434894,"Acute posthemorrhagic anemia"
377527,"Presenile dementia with depression"
372635,"Corneal degeneration"
433505,"Subclavian steal syndrome"
376085,"Uncomplicated presenile dementia"
436133,"Scleral staphyloma"
378426,"Abnormal innervation syndrome"
377853,"Chronic tension-type headache"
436787,"Panniculitis of neck"
432866,"Bipolar I disorder, single manic episode"
374044,"Ptosis of eyelid"
435840,"Acute epiglottitis without obstruction"
380720,"Secondary corneal edema"
436398,"Glaucoma associated with ocular disorder"
441264,"Primary thrombocytopenia"
45769443,"Acute severe exacerbation of intrinsic asthma"
443801,"Exercise-induced asthma"
439935,"Abnormal posture"
436249,"Closed fracture of femoral condyle of femur"
4311591,"Cramp in limb"
433333,"Open fracture of shaft of ulna"
436678,"Hereditary factor IX deficiency disease"
